id,town_ksh_code,province_name,town_name,town_type1,town_type2,town_type3,district_ksh_code,town_population,street_name,house_number,target,address
1253,33048,5,Encs,3,2,3,56,6344,jókai út,9,1,"jókai út 9, Encs"
1255,33048,5,Encs,3,2,3,56,6344,május 1. út,15,1,"május 1. út 15, Encs"
1256,33048,5,Encs,3,2,3,56,6344,petőfi út,58,1,"petőfi út 58, Encs"
1258,33048,5,Encs,3,2,3,56,6344,rákóczi út,80/A,2,"rákóczi út 80/A, Encs"
1259,30988,13,Érd,2,2,3,127,63631,áfonya utca,1/A,0,"áfonya utca 1/A, Érd"
1260,30988,13,Érd,2,2,3,127,63631,avar utca,56,0,"avar utca 56, Érd"
1261,30988,13,Érd,2,2,3,127,63631,bajcsy-zsilinszky út,59,0,"bajcsy-zsilinszky út 59, Érd"
1262,30988,13,Érd,2,2,3,127,63631,béke tér,0,1,"béke tér 0, Érd"
1263,30988,13,Érd,2,2,3,127,63631,bor utca,15,0,"bor utca 15, Érd"
1265,30988,13,Érd,2,2,3,127,63631,emil utca,71,1,"emil utca 71, Érd"
1266,30988,13,Érd,2,2,3,127,63631,enikő utca,1,1,"enikő utca 1, Érd"
1267,30988,13,Érd,2,2,3,127,63631,gergely utca,10,1,"gergely utca 10, Érd"
1268,30988,13,Érd,2,2,3,127,63631,hivatalnok utca,41/A,1,"hivatalnok utca 41/A, Érd"
1269,30988,13,Érd,2,2,3,127,63631,ilona utca,25/B,2,"ilona utca 25/B, Érd"
1271,30988,13,Érd,2,2,3,127,63631,kankalin utca,5/A,0,"kankalin utca 5/A, Érd"
1272,30988,13,Érd,2,2,3,127,63631,késmárki utca,46,1,"késmárki utca 46, Érd"
1273,30988,13,Érd,2,2,3,127,63631,mátyás király utca,37/A,0,"mátyás király utca 37/A, Érd"
1274,30988,13,Érd,2,2,3,127,63631,murányi utca,17/A,0,"murányi utca 17/A, Érd"
1276,30988,13,Érd,2,2,3,127,63631,petőfi sándor utca,41,0,"petőfi sándor utca 41, Érd"
1278,30988,13,Érd,2,2,3,127,63631,somogyvári utca,53,0,"somogyvári utca 53, Érd"
1279,30988,13,Érd,2,2,3,127,63631,törökbálinti út,49/A,1,"törökbálinti út 49/A, Érd"
1280,30988,13,Érd,2,2,3,127,63631,zrínyi miklós utca,21.jan,1,"zrínyi miklós utca 21.jan, Érd"
1281,13480,13,Erdőkertes,4,3,5,128,7307,bacsó béla utca,36,2,"bacsó béla utca 36, Erdőkertes"
1282,13480,13,Erdőkertes,4,3,5,128,7307,bártfai utca,29,1,"bártfai utca 29, Erdőkertes"
1284,13480,13,Erdőkertes,4,3,5,128,7307,fő út,41,0,"fő út 41, Erdőkertes"
1285,13480,13,Erdőkertes,4,3,5,128,7307,fő út,75,1,"fő út 75, Erdőkertes"
1288,13480,13,Erdőkertes,4,3,5,128,7307,kalauz utca,7,1,"kalauz utca 7, Erdőkertes"
1289,13480,13,Erdőkertes,4,3,5,128,7307,kossuth utca,26,2,"kossuth utca 26, Erdőkertes"
1290,13480,13,Erdőkertes,4,3,5,128,7307,orsovai utca,18,0,"orsovai utca 18, Erdőkertes"
1291,13480,13,Erdőkertes,4,3,5,128,7307,orsovai utca,52,2,"orsovai utca 52, Erdőkertes"
1292,13480,13,Erdőkertes,4,3,5,128,7307,rét utca,7,2,"rét utca 7, Erdőkertes"
1293,13480,13,Erdőkertes,4,3,5,128,7307,sport utca,24,2,"sport utca 24, Erdőkertes"
1295,33589,3,Érsekhalma,4,3,8,35,639,ady utca,4,0,"ady utca 4, Érsekhalma"
1297,33589,3,Érsekhalma,4,3,8,35,639,fő utca,23,1,"fő utca 23, Érsekhalma"
1298,33589,3,Érsekhalma,4,3,8,35,639,fő utca,32,2,"fő utca 32, Érsekhalma"
1299,33589,3,Érsekhalma,4,3,8,35,639,fő utca,44,1,"fő utca 44, Érsekhalma"
1300,33589,3,Érsekhalma,4,3,8,35,639,fő utca,45,1,"fő utca 45, Érsekhalma"
1301,33589,3,Érsekhalma,4,3,8,35,639,hildi sor,23,0,"hildi sor 23, Érsekhalma"
1302,33589,3,Érsekhalma,4,3,8,35,639,hildi sor,40,1,"hildi sor 40, Érsekhalma"
1303,33589,3,Érsekhalma,4,3,8,35,639,józsef attila utca,3/C,2,"józsef attila utca 3/C, Érsekhalma"
1304,33589,3,Érsekhalma,4,3,8,35,639,károlyi mihály utca,7,1,"károlyi mihály utca 7, Érsekhalma"
1305,33589,3,Érsekhalma,4,3,8,35,639,kossuth utca,1,1,"kossuth utca 1, Érsekhalma"
1306,33589,3,Érsekhalma,4,3,8,35,639,kossuth utca,14,2,"kossuth utca 14, Érsekhalma"
1307,33589,3,Érsekhalma,4,3,8,35,639,rákóczi utca,4,2,"rákóczi utca 4, Érsekhalma"
1308,33589,3,Érsekhalma,4,3,8,35,639,rákóczi utca,13,1,"rákóczi utca 13, Érsekhalma"
1309,25131,11,Esztergom,3,2,3,110,28926,áfonyás utca,1,2,"áfonyás utca 1, Esztergom"
1310,25131,11,Esztergom,3,2,3,110,28926,aulich lajos utca,7,2,"aulich lajos utca 7, Esztergom"
1314,25131,11,Esztergom,3,2,3,110,28926,lázár vilmos utca,26,1,"lázár vilmos utca 26, Esztergom"
1315,25131,11,Esztergom,3,2,3,110,28926,pozsonyi utca,70,2,"pozsonyi utca 70, Esztergom"
1316,25131,11,Esztergom,3,2,3,110,28926,pöltenberg ernő utca,34,0,"pöltenberg ernő utca 34, Esztergom"
1318,25131,11,Esztergom,3,2,3,110,28926,szalézi utca,15,0,"szalézi utca 15, Esztergom"
1320,2954,3,Felsőszentiván,4,3,7,35,1850,bem utca,15,1,"bem utca 15, Felsőszentiván"
1321,2954,3,Felsőszentiván,4,3,7,35,1850,felszabadulás utca,23,1,"felszabadulás utca 23, Felsőszentiván"
1322,2954,3,Felsőszentiván,4,3,7,35,1850,hunyadi utca,29,2,"hunyadi utca 29, Felsőszentiván"
1323,2954,3,Felsőszentiván,4,3,7,35,1850,hunyadi utca,38,2,"hunyadi utca 38, Felsőszentiván"
1326,2954,3,Felsőszentiván,4,3,7,35,1850,május utca,8,0,"május utca 8, Felsőszentiván"
1327,2954,3,Felsőszentiván,4,3,7,35,1850,május utca,14,1,"május utca 14, Felsőszentiván"
1328,2954,3,Felsőszentiván,4,3,7,35,1850,petőfi sándor utca,17,1,"petőfi sándor utca 17, Felsőszentiván"
1330,2954,3,Felsőszentiván,4,3,7,35,1850,petőfi sándor utca,37,1,"petőfi sándor utca 37, Felsőszentiván"
1333,32610,13,Fót,3,2,3,126,19068,imre király utca,3,0,"imre király utca 3, Fót"
1334,32610,13,Fót,3,2,3,126,19068,istvánhegyi dűlő,46,1,"istvánhegyi dűlő 46, Fót"
1335,32610,13,Fót,3,2,3,126,19068,juhász gyula utca,1,1,"juhász gyula utca 1, Fót"
1336,32610,13,Fót,3,2,3,126,19068,kurjancs-kilátó utca,25,1,"kurjancs-kilátó utca 25, Fót"
1337,32610,13,Fót,3,2,3,126,19068,vas gereben utca,2/A,2,"vas gereben utca 2/A, Fót"
1338,32610,13,Fót,3,2,3,126,19068,wass albert utca,7,2,"wass albert utca 7, Fót"
1340,9210,6,Földeák,4,3,6,73,3099,ady endre utca,21,2,"ady endre utca 21, Földeák"
1341,9210,6,Földeák,4,3,6,73,3099,ady endre utca,27,0,"ady endre utca 27, Földeák"
1342,9210,6,Földeák,4,3,6,73,3099,ady endre utca,37,0,"ady endre utca 37, Földeák"
1343,9210,6,Földeák,4,3,6,73,3099,bacsó béla utca,45,0,"bacsó béla utca 45, Földeák"
1344,9210,6,Földeák,4,3,6,73,3099,béke utca,17,0,"béke utca 17, Földeák"
1345,9210,6,Földeák,4,3,6,73,3099,damjanich utca,19,0,"damjanich utca 19, Földeák"
1346,9210,6,Földeák,4,3,6,73,3099,dózsa györgy utca,1,2,"dózsa györgy utca 1, Földeák"
1348,9210,6,Földeák,4,3,6,73,3099,eötvös utca,10,1,"eötvös utca 10, Földeák"
1349,9210,6,Földeák,4,3,6,73,3099,eötvös utca,15,1,"eötvös utca 15, Földeák"
1350,9210,6,Földeák,4,3,6,73,3099,fecske utca,17,1,"fecske utca 17, Földeák"
1351,9210,6,Földeák,4,3,6,73,3099,karabukai utca,8,1,"karabukai utca 8, Földeák"
1352,9210,6,Földeák,4,3,6,73,3099,köztársaság tér,9,1,"köztársaság tér 9, Földeák"
1353,3276,10,Füzesabony,3,2,3,105,7880,ady endre utca,16,1,"ady endre utca 16, Füzesabony"
1354,3276,10,Füzesabony,3,2,3,105,7880,fácános út,22,2,"fácános út 22, Füzesabony"
1355,3276,10,Füzesabony,3,2,3,105,7880,fecskekert út,6,2,"fecskekert út 6, Füzesabony"
1356,3276,10,Füzesabony,3,2,3,105,7880,honvéd út,33,1,"honvéd út 33, Füzesabony"
1357,3276,10,Füzesabony,3,2,3,105,7880,kandó kálmán utca,2,1,"kandó kálmán utca 2, Füzesabony"
1358,3276,10,Füzesabony,3,2,3,105,7880,kerecsendi út,1,1,"kerecsendi út 1, Füzesabony"
1359,3276,10,Füzesabony,3,2,3,105,7880,kertész utca,11,2,"kertész utca 11, Füzesabony"
1360,3276,10,Füzesabony,3,2,3,105,7880,máv lakótelep,2,0,"máv lakótelep 2, Füzesabony"
1362,3276,10,Füzesabony,3,2,3,105,7880,rákóczi ferenc út,46,2,"rákóczi ferenc út 46, Füzesabony"
1363,3276,10,Füzesabony,3,2,3,105,7880,széchenyi istván út,13,2,"széchenyi istván út 13, Füzesabony"
1364,3276,10,Füzesabony,3,2,3,105,7880,szentkorona út,63,2,"szentkorona út 63, Füzesabony"
1365,3276,10,Füzesabony,3,2,3,105,7880,szihalmi út,46,1,"szihalmi út 46, Füzesabony"
1366,3276,10,Füzesabony,3,2,3,105,7880,tábor út,39,1,"tábor út 39, Füzesabony"
1367,23649,13,Göd,3,2,3,126,17476,alagút utca,1,0,"alagút utca 1, Göd"
1368,23649,13,Göd,3,2,3,126,17476,erzsébet utca,24,0,"erzsébet utca 24, Göd"
1369,23649,13,Göd,3,2,3,126,17476,ősz utca,12,0,"ősz utca 12, Göd"
1370,23649,13,Göd,3,2,3,126,17476,rózsa utca,37,0,"rózsa utca 37, Göd"
1373,32559,13,Gödöllő,3,2,3,128,32522,batsányi jános utca,8,2,"batsányi jános utca 8, Gödöllő"
1374,32559,13,Gödöllő,3,2,3,128,32522,dessewffy arisztid utca,1/A,2,"dessewffy arisztid utca 1/A, Gödöllő"
1375,32559,13,Gödöllő,3,2,3,128,32522,egyetem tér,4,1,"egyetem tér 4, Gödöllő"
1377,32559,13,Gödöllő,3,2,3,128,32522,kossuth lajos utca,68,2,"kossuth lajos utca 68, Gödöllő"
1378,32559,13,Gödöllő,3,2,3,128,32522,lázár vilmos utca,46/C,0,"lázár vilmos utca 46/C, Gödöllő"
1379,32559,13,Gödöllő,3,2,3,128,32522,móra ferenc utca,10,1,"móra ferenc utca 10, Gödöllő"
1380,32559,13,Gödöllő,3,2,3,128,32522,napsugár utca,15,1,"napsugár utca 15, Gödöllő"
1381,32559,13,Gödöllő,3,2,3,128,32522,szabó pál utca,17,1,"szabó pál utca 17, Gödöllő"
1383,32559,13,Gödöllő,3,2,3,128,32522,szent jános utca,46,1,"szent jános utca 46, Gödöllő"
1385,25627,13,Gyál,3,2,3,129,23338,egressy út,120,1,"egressy út 120, Gyál"
1386,25627,13,Gyál,3,2,3,129,23338,erdőalja utca,11,0,"erdőalja utca 11, Gyál"
1388,25627,13,Gyál,3,2,3,129,23338,kosztolányi dezső utca,49,1,"kosztolányi dezső utca 49, Gyál"
1389,25627,13,Gyál,3,2,3,129,23338,somogyi béla utca,18,0,"somogyi béla utca 18, Gyál"
1390,25627,13,Gyál,3,2,3,129,23338,vecsési út,73,1,"vecsési út 73, Gyál"
1392,33455,4,Gyomaendrőd,3,2,3,47,13680,balassi bálint utca,33,2,"balassi bálint utca 33, Gyomaendrőd"
1394,33455,4,Gyomaendrőd,3,2,3,47,13680,nyárszegi utca,3,2,"nyárszegi utca 3, Gyomaendrőd"
1396,33455,4,Gyomaendrőd,3,2,3,47,13680,vásártéri lakótelep,33,2,"vásártéri lakótelep 33, Gyomaendrőd"
1399,29735,13,Gyömrő,3,2,3,130,16250,dózsa györgy út,67,1,"dózsa györgy út 67, Gyömrő"
1400,29735,13,Gyömrő,3,2,3,130,16250,józsef attila utca,2,0,"józsef attila utca 2, Gyömrő"
1401,29735,13,Gyömrő,3,2,3,130,16250,széchenyi utca,20,1,"széchenyi utca 20, Gyömrő"
1403,5236,10,Gyöngyös,3,2,3,106,31421,búza utca,2,2,"búza utca 2, Gyöngyös"
1404,5236,10,Gyöngyös,3,2,3,106,31421,csalogány utca,24,1,"csalogány utca 24, Gyöngyös"
1405,5236,10,Gyöngyös,3,2,3,106,31421,dobó istván utca,20,2,"dobó istván utca 20, Gyöngyös"
1406,5236,10,Gyöngyös,3,2,3,106,31421,dózsa györgy utca,42,1,"dózsa györgy utca 42, Gyöngyös"
1407,5236,10,Gyöngyös,3,2,3,106,31421,egri út,5,0,"egri út 5, Gyöngyös"
1408,5236,10,Gyöngyös,3,2,3,106,31421,farkas tamás utca,5,1,"farkas tamás utca 5, Gyöngyös"
1409,5236,10,Gyöngyös,3,2,3,106,31421,kócsag utca,14,2,"kócsag utca 14, Gyöngyös"
1411,5236,10,Gyöngyös,3,2,3,106,31421,kolozsvári utca,07.szept,0,"kolozsvári utca 07.szept, Gyöngyös"
1412,5236,10,Gyöngyös,3,2,3,106,31421,mérges utca,6,1,"mérges utca 6, Gyöngyös"
1413,25584,8,Győr,2,2,2,87,129527,ady endre utca,52,1,"ady endre utca 52, Győr"
1414,25584,8,Győr,2,2,2,87,129527,bácsai út,13,0,"bácsai út 13, Győr"
1415,25584,8,Győr,2,2,2,87,129527,bajcsy-zsilinszky út,22,0,"bajcsy-zsilinszky út 22, Győr"
1417,25584,8,Győr,2,2,2,87,129527,cukrász köz,2,1,"cukrász köz 2, Győr"
1418,25584,8,Győr,2,2,2,87,129527,damjanich utca,61/A,1,"damjanich utca 61/A, Győr"
1419,25584,8,Győr,2,2,2,87,129527,fehérvári út,174,1,"fehérvári út 174, Győr"
1421,25584,8,Győr,2,2,2,87,129527,földes gábor utca,29/B,0,"földes gábor utca 29/B, Győr"
1422,25584,8,Győr,2,2,2,87,129527,gerence út,39,2,"gerence út 39, Győr"
1423,25584,8,Győr,2,2,2,87,129527,győzelem utca,42,0,"győzelem utca 42, Győr"
1424,25584,8,Győr,2,2,2,87,129527,gyümölcs utca,13,0,"gyümölcs utca 13, Győr"
1425,25584,8,Győr,2,2,2,87,129527,határ utca,19,1,"határ utca 19, Győr"
1426,25584,8,Győr,2,2,2,87,129527,horgas utca,24,0,"horgas utca 24, Győr"
1427,25584,8,Győr,2,2,2,87,129527,ifjúság körút,18,1,"ifjúság körút 18, Győr"
1429,25584,8,Győr,2,2,2,87,129527,jereváni út,7,2,"jereváni út 7, Győr"
1430,25584,8,Győr,2,2,2,87,129527,jereváni út,22,0,"jereváni út 22, Győr"
1431,25584,8,Győr,2,2,2,87,129527,kalász utca,9,1,"kalász utca 9, Győr"
1432,25584,8,Győr,2,2,2,87,129527,kispásztor utca,3,1,"kispásztor utca 3, Győr"
1433,25584,8,Győr,2,2,2,87,129527,koppány utca,13/A,1,"koppány utca 13/A, Győr"
1434,25584,8,Győr,2,2,2,87,129527,kossuth lajos utca,26,1,"kossuth lajos utca 26, Győr"
1435,25584,8,Győr,2,2,2,87,129527,kossuth lajos utca,74,0,"kossuth lajos utca 74, Győr"
1437,25584,8,Győr,2,2,2,87,129527,kultúrház utca,41,1,"kultúrház utca 41, Győr"
1439,25584,8,Győr,2,2,2,87,129527,lajta út,26,0,"lajta út 26, Győr"
1440,25584,8,Győr,2,2,2,87,129527,lehár ferenc út,35,0,"lehár ferenc út 35, Győr"
1441,25584,8,Győr,2,2,2,87,129527,ménfői út,31/A,1,"ménfői út 31/A, Győr"
1443,25584,8,Győr,2,2,2,87,129527,napfény út,3,0,"napfény út 3, Győr"
1444,25584,8,Győr,2,2,2,87,129527,otthon utca,42,1,"otthon utca 42, Győr"
1445,25584,8,Győr,2,2,2,87,129527,öveges józsef utca,7,1,"öveges józsef utca 7, Győr"
1446,25584,8,Győr,2,2,2,87,129527,papréti út,6,1,"papréti út 6, Győr"
1447,25584,8,Győr,2,2,2,87,129527,pinkóca utca,10/C,1,"pinkóca utca 10/C, Győr"
1448,25584,8,Győr,2,2,2,87,129527,pozsonyi út,3,1,"pozsonyi út 3, Győr"
1449,25584,8,Győr,2,2,2,87,129527,rába utca,72,0,"rába utca 72, Győr"
1451,25584,8,Győr,2,2,2,87,129527,sági út,47,0,"sági út 47, Győr"
1453,25584,8,Győr,2,2,2,87,129527,szabadság utca,15,1,"szabadság utca 15, Győr"
1456,25584,8,Győr,2,2,2,87,129527,új utca,63,0,"új utca 63, Győr"
1457,25584,8,Győr,2,2,2,87,129527,viztorony utca,5,1,"viztorony utca 5, Győr"
1458,15653,8,Győrszemere,4,3,6,92,3251,akácfa utca,1,1,"akácfa utca 1, Győrszemere"
1460,15653,8,Győrszemere,4,3,6,92,3251,domb utca,1,1,"domb utca 1, Győrszemere"
1462,15653,8,Győrszemere,4,3,6,92,3251,felpéci út,102,1,"felpéci út 102, Győrszemere"
1463,15653,8,Győrszemere,4,3,6,92,3251,fő utca,34,0,"fő utca 34, Győrszemere"
1464,15653,8,Győrszemere,4,3,6,92,3251,fő utca,54,1,"fő utca 54, Győrszemere"
1465,15653,8,Győrszemere,4,3,6,92,3251,győri út,83,2,"győri út 83, Győrszemere"
1467,15653,8,Győrszemere,4,3,6,92,3251,koroncói út,13,1,"koroncói út 13, Győrszemere"
1470,15653,8,Győrszemere,4,3,6,92,3251,kossuth lajos út,5,0,"kossuth lajos út 5, Győrszemere"
1472,7481,8,Győrújbarát,4,3,5,87,5968,árpád fejedelem utca,21,0,"árpád fejedelem utca 21, Győrújbarát"
1473,7481,8,Győrújbarát,4,3,5,87,5968,fő utca,12,0,"fő utca 12, Győrújbarát"
1474,7481,8,Győrújbarát,4,3,5,87,5968,gárdonyi utca,50,1,"gárdonyi utca 50, Győrújbarát"
1475,7481,8,Győrújbarát,4,3,5,87,5968,hunyadi utca,52,0,"hunyadi utca 52, Győrújbarát"
1476,7481,8,Győrújbarát,4,3,5,87,5968,jókai utca,15,2,"jókai utca 15, Győrújbarát"
1477,7481,8,Győrújbarát,4,3,5,87,5968,kert utca,11,0,"kert utca 11, Győrújbarát"
1478,7481,8,Győrújbarát,4,3,5,87,5968,komlóvölgy utca,1,0,"komlóvölgy utca 1, Győrújbarát"
1479,7481,8,Győrújbarát,4,3,5,87,5968,komlóvölgy utca,14,1,"komlóvölgy utca 14, Győrújbarát"
1480,7481,8,Győrújbarát,4,3,5,87,5968,lászló utca,21,1,"lászló utca 21, Győrújbarát"
1481,7481,8,Győrújbarát,4,3,5,87,5968,lászló utca,75,1,"lászló utca 75, Győrújbarát"
1482,7481,8,Győrújbarát,4,3,5,87,5968,lászló utca,120,1,"lászló utca 120, Győrújbarát"
1484,7481,8,Győrújbarát,4,3,5,87,5968,nagy lajos utca,16,0,"nagy lajos utca 16, Győrújbarát"
1485,7481,8,Győrújbarát,4,3,5,87,5968,széchenyi körút,27,2,"széchenyi körút 27, Győrújbarát"
1486,5032,4,Gyula,3,2,3,48,31067,budapest körút,28,0,"budapest körút 28, Gyula"
1487,5032,4,Gyula,3,2,3,48,31067,budrió lakótelep,26,0,"budrió lakótelep 26, Gyula"
1489,5032,4,Gyula,3,2,3,48,31067,hódi utca,8,1,"hódi utca 8, Gyula"
1490,5032,4,Gyula,3,2,3,48,31067,honvéd utcai lakótelep,14,2,"honvéd utcai lakótelep 14, Gyula"
1491,5032,4,Gyula,3,2,3,48,31067,kazinczy utca,10/B,2,"kazinczy utca 10/B, Gyula"
1493,5032,4,Gyula,3,2,3,48,31067,sport utca,18,1,"sport utca 18, Gyula"
1495,5032,4,Gyula,3,2,3,48,31067,szép utca,7,2,"szép utca 7, Gyula"
1496,5032,4,Gyula,3,2,3,48,31067,törökzugi sor,5,1,"törökzugi sor 5, Gyula"
1497,3045,9,Hajdúböszörmény,3,2,3,97,31725,batthyány lajos utca,30-32,0,"batthyány lajos utca 30-32, Hajdúböszörmény"
1499,3045,9,Hajdúböszörmény,3,2,3,97,31725,bíró péter utca,9,0,"bíró péter utca 9, Hajdúböszörmény"
1500,3045,9,Hajdúböszörmény,3,2,3,97,31725,bíró péter utca,49,0,"bíró péter utca 49, Hajdúböszörmény"
1501,3045,9,Hajdúböszörmény,3,2,3,97,31725,görgey artúr utca,7,2,"görgey artúr utca 7, Hajdúböszörmény"
1502,3045,9,Hajdúböszörmény,3,2,3,97,31725,jászkun utca,16,1,"jászkun utca 16, Hajdúböszörmény"
1504,3045,9,Hajdúböszörmény,3,2,3,97,31725,kálmán ferenc utca,8,1,"kálmán ferenc utca 8, Hajdúböszörmény"
1505,3045,9,Hajdúböszörmény,3,2,3,97,31725,pálnagy zsigmond utca,70,1,"pálnagy zsigmond utca 70, Hajdúböszörmény"
1506,3045,9,Hajdúböszörmény,3,2,3,97,31725,szilassy jános utca,95,2,"szilassy jános utca 95, Hajdúböszörmény"
1507,3045,9,Hajdúböszörmény,3,2,3,97,31725,városkert utca,16,1,"városkert utca 16, Hajdúböszörmény"
1508,12803,9,Hajdúdorog,3,2,3,97,8843,agyag utca,9,0,"agyag utca 9, Hajdúdorog"
1509,12803,9,Hajdúdorog,3,2,3,97,8843,akácfa utca,10,1,"akácfa utca 10, Hajdúdorog"
1511,12803,9,Hajdúdorog,3,2,3,97,8843,árpád körút,45,2,"árpád körút 45, Hajdúdorog"
1513,12803,9,Hajdúdorog,3,2,3,97,8843,fürdő utca,61,0,"fürdő utca 61, Hajdúdorog"
1517,12803,9,Hajdúdorog,3,2,3,97,8843,kossuth utca,65,0,"kossuth utca 65, Hajdúdorog"
1518,12803,9,Hajdúdorog,3,2,3,97,8843,nyárfa utca,11,1,"nyárfa utca 11, Hajdúdorog"
1519,12803,9,Hajdúdorog,3,2,3,97,8843,nyíregyházi utca,36,1,"nyíregyházi utca 36, Hajdúdorog"
1520,12803,9,Hajdúdorog,3,2,3,97,8843,rigó zug,13,0,"rigó zug 13, Hajdúdorog"
1521,12803,9,Hajdúdorog,3,2,3,97,8843,sima utca,9,1,"sima utca 9, Hajdúdorog"
1522,10393,9,Hajdúhadház,3,2,3,98,12588,dobó utca,5,1,"dobó utca 5, Hajdúhadház"
1524,10393,9,Hajdúhadház,3,2,3,98,12588,hajnal utca,32,2,"hajnal utca 32, Hajdúhadház"
1525,10393,9,Hajdúhadház,3,2,3,98,12588,klapka utca,22/A,2,"klapka utca 22/A, Hajdúhadház"
1526,22406,9,Hajdúnánás,3,2,3,99,17063,baross utca,21/A,0,"baross utca 21/A, Hajdúnánás"
1527,22406,9,Hajdúnánás,3,2,3,99,17063,esze tamás utca,6,0,"esze tamás utca 6, Hajdúnánás"
1528,22406,9,Hajdúnánás,3,2,3,99,17063,jegyző nagy imre utca,16,0,"jegyző nagy imre utca 16, Hajdúnánás"
1529,22406,9,Hajdúnánás,3,2,3,99,17063,kasza utca,2,1,"kasza utca 2, Hajdúnánás"
1530,22406,9,Hajdúnánás,3,2,3,99,17063,korponai utca,55,0,"korponai utca 55, Hajdúnánás"
1531,31097,9,Hajdúsámson,3,2,3,95,13128,árpád út,63/A,1,"árpád út 63/A, Hajdúsámson"
1532,31097,9,Hajdúsámson,3,2,3,95,13128,bartók béla út,63,0,"bartók béla út 63, Hajdúsámson"
1533,31097,9,Hajdúsámson,3,2,3,95,13128,csokonai utca,54,0,"csokonai utca 54, Hajdúsámson"
1534,31097,9,Hajdúsámson,3,2,3,95,13128,nefelejcs utca,25,1,"nefelejcs utca 25, Hajdúsámson"
1535,5175,9,Hajdúszoboszló,3,2,3,100,23933,bányász utca,20,1,"bányász utca 20, Hajdúszoboszló"
1536,5175,9,Hajdúszoboszló,3,2,3,100,23933,bartók béla utca,12,1,"bartók béla utca 12, Hajdúszoboszló"
1538,5175,9,Hajdúszoboszló,3,2,3,100,23933,csaba utca,15,1,"csaba utca 15, Hajdúszoboszló"
1539,5175,9,Hajdúszoboszló,3,2,3,100,23933,kiss pál utca,11,1,"kiss pál utca 11, Hajdúszoboszló"
1540,5175,9,Hajdúszoboszló,3,2,3,100,23933,kossuth utca,126,2,"kossuth utca 126, Hajdúszoboszló"
1542,5175,9,Hajdúszoboszló,3,2,3,100,23933,papp istván utca,7,1,"papp istván utca 7, Hajdúszoboszló"
1543,8350,3,Harkakötöny,4,3,8,41,887,ady endre utca,11,1,"ady endre utca 11, Harkakötöny"
1544,8350,3,Harkakötöny,4,3,8,41,887,ady endre utca,15,2,"ady endre utca 15, Harkakötöny"
1546,8350,3,Harkakötöny,4,3,8,41,887,ady endre utca,16,2,"ady endre utca 16, Harkakötöny"
1547,8350,3,Harkakötöny,4,3,8,41,887,árpád utca,14,1,"árpád utca 14, Harkakötöny"
1548,8350,3,Harkakötöny,4,3,8,41,887,árpád utca,44,1,"árpád utca 44, Harkakötöny"
1549,8350,3,Harkakötöny,4,3,8,41,887,bem utca,4,1,"bem utca 4, Harkakötöny"
1551,8350,3,Harkakötöny,4,3,8,41,887,harkapuszta tanya,53,1,"harkapuszta tanya 53, Harkakötöny"
1553,8350,3,Harkakötöny,4,3,8,41,887,kossuth utca,3,2,"kossuth utca 3, Harkakötöny"
1554,8350,3,Harkakötöny,4,3,8,41,887,kossuth utca,16,2,"kossuth utca 16, Harkakötöny"
1555,8350,3,Harkakötöny,4,3,8,41,887,kossuth utca,34,2,"kossuth utca 34, Harkakötöny"
1557,18458,3,Harta,4,3,6,37,3936,állampuszta,57,1,"állampuszta 57, Harta"
1558,18458,3,Harta,4,3,6,37,3936,dózsa györgy utca,18,1,"dózsa györgy utca 18, Harta"
1560,18458,3,Harta,4,3,6,37,3936,dózsa györgy utca,101,0,"dózsa györgy utca 101, Harta"
1561,18458,3,Harta,4,3,6,37,3936,gallé tibor utca,27,0,"gallé tibor utca 27, Harta"
1562,18458,3,Harta,4,3,6,37,3936,jókai mór utca,4,1,"jókai mór utca 4, Harta"
1563,18458,3,Harta,4,3,6,37,3936,kékesi út,42,0,"kékesi út 42, Harta"
1564,18458,3,Harta,4,3,6,37,3936,kossuth lajos utca,10,0,"kossuth lajos utca 10, Harta"
1565,18458,3,Harta,4,3,6,37,3936,kossuth lajos utca,80,2,"kossuth lajos utca 80, Harta"
1566,18458,3,Harta,4,3,6,37,3936,petőfi sándor utca,84,2,"petőfi sándor utca 84, Harta"
1567,18458,3,Harta,4,3,6,37,3936,ráday pál utca,7,0,"ráday pál utca 7, Harta"
1570,18458,3,Harta,4,3,6,37,3936,széchenyi istván utca,110/A,1,"széchenyi istván utca 110/A, Harta"
1571,22309,10,Hatvan,3,2,3,107,20519,bajcsy-zsilinszky út,67,1,"bajcsy-zsilinszky út 67, Hatvan"
1572,22309,10,Hatvan,3,2,3,107,20519,bajcsy-zsilinszky út,97,0,"bajcsy-zsilinszky út 97, Hatvan"
1573,22309,10,Hatvan,3,2,3,107,20519,berzsenyi dániel utca,5,2,"berzsenyi dániel utca 5, Hatvan"
1574,22309,10,Hatvan,3,2,3,107,20519,csajkovszkij utca,23,1,"csajkovszkij utca 23, Hatvan"
1575,22309,10,Hatvan,3,2,3,107,20519,horváth mihály út,156,2,"horváth mihály út 156, Hatvan"
1576,22309,10,Hatvan,3,2,3,107,20519,kopja utca,11,2,"kopja utca 11, Hatvan"
1577,22309,10,Hatvan,3,2,3,107,20519,szabadság út,5,1,"szabadság út 5, Hatvan"
1578,22309,10,Hatvan,3,2,3,107,20519,temető utca,1,1,"temető utca 1, Hatvan"
